#additional runs to fill in some gaps
284652,V-foil_HF__300Hz__T=300_K__Ei=81.74512_meV,,2018-07-24T21:29:59.639768666,2018-07-24T21:38:26.566492666,27.876875575,27.876875575,81.74512,-65.084627765283784,5000,15000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284653,V-foil_HF__300Hz__T=300_K__Ei=36.3311644444_meV,,2018-07-24T21:39:18.299151666,2018-07-24T21:40:54.064569666,27.8238385528,27.8238385528,36.3311644444,-6.8739389626580873,9804.2953177399995,13204.2953177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284654,V-foil_HF__300Hz__T=300_K__Ei=20.43628_meV,,2018-07-24T21:41:45.113904666,2018-07-24T21:43:03.079554666,27.8143550333,27.8143550333,20.43628,21.958742023176441,13166.666666700001,16566.666666699999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284655,V-foil_HF__300Hz__T=300_K__Ei=13.0792192_meV,,2018-07-24T21:43:55.212207666,2018-07-24T21:45:13.344522666,27.8634260028,27.8634260028,13.0792192,39.433444282654506,18973.825529599999,22373.825529599999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284656,V-foil_HF__300Hz__T=300_K__Ei=9.08279111111_meV,,2018-07-24T21:46:06.943823666,2018-07-24T21:47:24.876140666,27.8250250194,27.8250250194,9.08279111111,51.637824521161534,23558.590635500001,26958.590635500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284657,V-foil_HF__300Hz__T=300_K__Ei=6.67307102041_meV,,2018-07-24T21:48:13.108845666,2018-07-24T21:49:31.157827666,27.8091469861,27.8091469861,6.67307102041,61.123669224674771,28143.355741399999,31543.355741399999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284658,V-foil_HF__300Hz__T=300_K__Ei=5.10907_meV,,2018-07-24T21:50:22.390493666,2018-07-24T21:51:40.372810666,27.7942692194,27.7942692194,5.10907,69.110660137588866,45101.618070199998,48501.618070199998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284659,V-foil_HF__300Hz__T=300_K__Ei=4.03679604938_meV,,2018-07-24T21:52:33.105455666,2018-07-24T21:53:50.554446666,27.7763405444,27.7763405444,4.03679604938,76.235556531519208,37312.885953199999,40712.885953199999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284660,V-foil_HF__300Hz__T=300_K__Ei=3.2698048_meV,,2018-07-24T21:54:47.070376666,2018-07-24T21:56:05.469353666,27.8980894028,27.8980894028,3.2698048,82.852214766183252,42897.651059099997,45297.651059099997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284661,V-foil_HF__300Hz__T=300_K__Ei=2.70231801653_meV,,2018-07-24T21:56:55.002041666,2018-07-24T21:58:13.051023666,27.8190629222,27.8190629222,2.70231801653,89.165836414750601,47482.416165000002,49882.416165000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284662,V-foil_HF__300Hz__T=300_K__Ei=2.27069777778_meV,,2018-07-24T21:59:06.283662666,2018-07-24T22:00:24.549309666,27.8557236722,27.8557236722,2.27069777778,95.299836925905083,52067.181270900001,54467.181270900001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284663,V-foil_HF__300Hz__T=300_K__Ei=1.93479573964_meV,,2018-07-24T22:01:17.198623666,2018-07-24T22:02:35.180939666,27.8070125611,27.8070125611,1.93479573964,101.32960705250562,70238.046030900005,73638.046030900005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284664,V-foil_HF__300Hz__T=300_K__Ei=1.6682677551_meV,,2018-07-24T22:03:26.996930666,2018-07-24T22:04:45.412575666,27.9227191583,27.9227191583,1.6682677551,107.30209868632919,75265.331623000005,78665.331623000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284665,V-foil_HF__300Hz__T=300_K__Ei=1.45324657778_meV,,2018-07-24T22:05:37.178566666,2018-07-24T22:06:55.560878666,27.9133635194,27.9133635194,1.45324657778,113.24629219215764,79833.333333300005,83233.333333300005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284666,V-foil_HF__300Hz__T=300_K__Ei=1.2772675_meV,,2018-07-24T22:07:44.993567666,2018-07-24T22:09:03.325879666,27.9273111583,27.9273111583,1.2772675,119.18030752952114,85319.902807199993,88719.902807199993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284667,V-foil_HF__300Hz__T=300_K__Ei=1.13142034602_meV,,2018-07-24T22:09:56.825181666,2018-07-24T22:11:15.240826666,27.9075558083,27.9075558083,1.13142034602,125.11501273652001,90347.188399299994,93747.188399299994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284668,V-foil_HF__300Hz__T=300_K__Ei=1.00919901235_meV,,2018-07-24T22:12:13.173404666,2018-07-24T22:13:31.605715666,27.823227925,27.823227925,1.00919901235,131.05633867945767,95242.438572900006,98642.438572900006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284669,V-foil_HF__300Hz__T=300_K__Ei=0.905763102493_meV,,2018-07-24T22:14:23.238374666,2018-07-24T22:15:41.720685666,27.9296183528,27.9296183528,0.905763102493,137.00777720730312,96500,99900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284670,V-foil_HF__300Hz__T=300_K__Ei=0.8174512_meV,,2018-07-24T22:16:35.086656666,2018-07-24T22:17:53.035640666,27.7892167389,27.7892167389,0.8174512,142.97037782576479,104411.968785,107811.968785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284671,V-foil_HF__300Hz__T=300_K__Ei=0.741452335601_meV,,2018-07-24T22:18:42.318330666,2018-07-24T22:20:00.733975666,27.8990532417,27.8990532417,0.741452335601,148.94415496697371,108996.733891,112396.733891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
